Številka instance, Številka naloge, Status naloge, Ime koraka, Čas prejema, Čas začetka, Čas zaključka, Tip prejemnika, Prejemnik, Je nujno, Stranka ime, Stranka ulica, Stranka kraj, Stranka telefon, Stranka e-pošta, Znesek naročila, Znesek dostave, Znesek skupaj, Razdalja, Naročena pizza 1, Naročena pizza 2, Naročena pizza 3, Naročena pizza 4, Naročena pizza 5, Naročena pizza 6, Naročena pizza 7, Naročena pizza 8
4, 4, Zaključena, Pečenje, 12/01/2017 11:12:21, 12/01/2017 11:12:21, 12/01/2017 11:18:21, Uporabnik, Karmen Prevec, NE, Štefanija Žižek, PETERNELOVA ULICA 2, 1000 Ljubljana, 044 410 703, stefanija.zizek@pizza.si, 21.00, 0.00, 21.00, 7.25, KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], , , , , , 
5, 3, Zaključena, Priprava, 12/01/2017 11:12:31, 12/01/2017 11:12:31, 12/01/2017 11:13:37, Uporabnik, Boštjan Kovačič, NE, Jošt Maček, VILHARJEVA CESTA 21, 1000 Ljubljana, 044 294 202, jost.macek@pizza.si, 17.80, 0.00, 17.80, , MARGERITA [pelati|sir|oliva], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , , , , 
13, 3, Zaključena, Pečenje, 12/01/2017 11:12:34, 12/01/2017 11:12:34, 12/01/2017 11:18:34, Uporabnik, Jure Klančar, DA, Leon Nemec, ŠMARTINSKA CESTA 22, 1000 Ljubljana, 044 654 857, leon.nemec@pizza.si, 51.30, 2.00, 53.30, 5.26, DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , 
18, 1, Zaključena, Naročilo, 12/01/2017 11:12:39, 12/01/2017 11:12:39, 12/01/2017 11:12:39, Uporabnik, Berta Potočnik, NE, Friderik Fras, MEDENSKA CESTA 5A, 1000 Ljubljana, 044 463 683, friderik.fras@pizza.si, 21.00, 0.00, 21.00, , LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], KULEN [pelati|sir|hrenovka|kulen pikant salama], , , , , , 
18, 2, Zaključena, Počakaj, 12/01/2017 11:12:39, 12/01/2017 11:12:39, 12/01/2017 11:22:39, Sistem, , NE, Friderik Fras, MEDENSKA CESTA 5A, 1000 Ljubljana, 044 463 683, friderik.fras@pizza.si, 21.00, 0.00, 21.00, , LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], KULEN [pelati|sir|hrenovka|kulen pikant salama], , , , , , 
6, 3, Zaključena, Priprava, 12/01/2017 11:12:47, 12/01/2017 11:12:47, 12/01/2017 11:15:54, Uporabnik, Klemen Rudolf, NE, Silvija Jovanović, CESTA V ROŽNO DOLINO 32, 1000 Ljubljana, 044 444 832, silvija.jovanovic@pizza.si, 69.60, 0.00, 69.60, , KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], VEGI MEXICO [pelati|mozzarela|feferoni|rdeča salsa|nacho sir], SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], ARTIČOKINA [pelati|sir|šunka|artičoke|oliva], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], , 
19, 1, Zaključena, Naročilo, 12/01/2017 11:12:50, 12/01/2017 11:12:50, 12/01/2017 11:12:50, Uporabnik, Berta Potočnik, DA, Manuela Kolar, MELIKOVA ULICA 102, 1000 Ljubljana, 044 487 233, manuela.kolar@pizza.si, 10.60, 2.00, 12.60, , VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], , , , , , , 
19, 2, Zaključena, Priprava, 12/01/2017 11:12:50, 12/01/2017 11:12:50, 12/01/2017 11:13:19, Uporabnik, Katarina Jenko, DA, Manuela Kolar, MELIKOVA ULICA 102, 1000 Ljubljana, 044 487 233, manuela.kolar@pizza.si, 10.60, 2.00, 12.60, , VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], , , , , , , 
20, 1, Zaključena, Naročilo, 12/01/2017 11:12:51, 12/01/2017 11:12:51, 12/01/2017 11:12:51, Uporabnik, Berta Potočnik, DA, Rene Kocjančič, CERUTOVA ULICA 5, 1000 Ljubljana, 044 205 143, rene.kocjancic@pizza.si, 21.50, 2.00, 23.50, , VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], , , , , , 
7, 5, Zaključena, Pakiranje, 12/01/2017 11:12:51, 12/01/2017 11:12:51, 12/01/2017 11:17:19, Uporabnik, Klemen Rudolf, DA, Bernardka Koren, LITOSTROJSKA CESTA 45, 1000 Ljubljana, 044 72 150, bernardka.koren@pizza.si, 58.20, 2.00, 60.20, 4.21, VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], SICILJANA [pelati|mozzarela|paradižnik|bazilika], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], , 
20, 2, Zaključena, Priprava, 12/01/2017 11:12:51, 12/01/2017 11:13:19, 12/01/2017 11:14:12, Uporabnik, Katarina Jenko, DA, Rene Kocjančič, CERUTOVA ULICA 5, 1000 Ljubljana, 044 205 143, rene.kocjancic@pizza.si, 21.50, 2.00, 23.50, , VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], , , , , , 
17, 3, Zaključena, Pečenje, 12/01/2017 11:13:16, 12/01/2017 11:16:29, 12/01/2017 11:22:29, Uporabnik, Jernej Miklavčič, DA, Bernard Jug, TRINKOVA ULICA 6, 1000 Ljubljana, 044 85 303, bernard.jug@pizza.si, 24.30, 2.00, 26.30, 10.23, GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], , , , , , 
19, 3, Zaključena, Pečenje, 12/01/2017 11:13:19, 12/01/2017 11:13:19, 12/01/2017 11:19:19, Uporabnik, Borut Erjavec, DA, Manuela Kolar, MELIKOVA ULICA 102, 1000 Ljubljana, 044 487 233, manuela.kolar@pizza.si, 10.60, 2.00, 12.60, , VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], , , , , , , 
21, 1, Zaključena, Naročilo, 12/01/2017 11:13:27, 12/01/2017 11:13:27, 12/01/2017 11:13:27, Uporabnik, Janez Novak, NE, Vanja Savić, PRI MOSTIŠČARJIH 15, 1000 Ljubljana, 044 763 263, vanja.savic@pizza.si, 21.30, 0.00, 21.30, 10.73, ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , , 
21, 2, Zaključena, Počakaj, 12/01/2017 11:13:27, 12/01/2017 11:13:27, 12/01/2017 11:23:27, Sistem, , NE, Vanja Savić, PRI MOSTIŠČARJIH 15, 1000 Ljubljana, 044 763 263, vanja.savic@pizza.si, 21.30, 0.00, 21.30, 10.73, ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , , 
9, 4, Zaključena, Pakiranje, 12/01/2017 11:13:29, 12/01/2017 11:13:29, 12/01/2017 11:15:16, Uporabnik, Luka Koren, DA, Ivan Logar, SLOMŠKOVA ULICA 4, 1000 Ljubljana, 044 508 140, ivan.logar@pizza.si, 34.00, 2.00, 36.00, , TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , 
22, 1, Zaključena, Naročilo, 12/01/2017 11:13:30, 12/01/2017 11:13:30, 12/01/2017 11:13:30, Uporabnik, Berta Potočnik, DA, Lan Lah, SLAPE 122, 1000 Ljubljana, 044 438 897, lan.lah@pizza.si, 11.60, 2.00, 13.60, 9.12, PRIMORSKA [pelati|sir|gobe|pršut|oliva], , , , , , , 
22, 2, Zaključena, Priprava, 12/01/2017 11:13:30, 12/01/2017 11:13:37, 12/01/2017 11:14:06, Uporabnik, Boštjan Kovačič, DA, Lan Lah, SLAPE 122, 1000 Ljubljana, 044 438 897, lan.lah@pizza.si, 11.60, 2.00, 13.60, 9.12, PRIMORSKA [pelati|sir|gobe|pršut|oliva], , , , , , , 
5, 4, Zaključena, Pečenje, 12/01/2017 11:13:37, 12/01/2017 11:15:03, 12/01/2017 11:21:03, Uporabnik, Matej Straha, NE, Jošt Maček, VILHARJEVA CESTA 21, 1000 Ljubljana, 044 294 202, jost.macek@pizza.si, 17.80, 0.00, 17.80, , MARGERITA [pelati|sir|oliva], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , , , , 
1, 6, Zaključena, Hitra dostava, 12/01/2017 11:13:57, 12/01/2017 11:13:57, 12/01/2017 11:23:51, Sistem, , DA, Kristjan Sitar, ULICA BRATOV UČAKAR 96, 1000 Ljubljana, 044 481 189, kristjan.sitar@pizza.si, 67.70, 2.00, 69.70, 6.60, KULEN [pelati|sir|hrenovka|kulen pikant salama], PRIMORSKA [pelati|sir|gobe|pršut|oliva], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], MORNAR [pelati|mozzarela|morski sadeži|dagnje], DOMAČA [pelati|sir|gobe|jajce|domača salama], , 
22, 3, Zaključena, Pečenje, 12/01/2017 11:14:06, 12/01/2017 11:15:34, 12/01/2017 11:21:34, Uporabnik, Jure Klančar, DA, Lan Lah, SLAPE 122, 1000 Ljubljana, 044 438 897, lan.lah@pizza.si, 11.60, 2.00, 13.60, 9.12, PRIMORSKA [pelati|sir|gobe|pršut|oliva], , , , , , , 
20, 3, Zaključena, Pečenje, 12/01/2017 11:14:12, 12/01/2017 11:14:12, 12/01/2017 11:20:12, Uporabnik, Boris Medved, DA, Rene Kocjančič, CERUTOVA ULICA 5, 1000 Ljubljana, 044 205 143, rene.kocjancic@pizza.si, 21.50, 2.00, 23.50, , VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], , , , , , 
23, 1, Zaključena, Naročilo, 12/01/2017 11:14:30, 12/01/2017 11:14:30, 12/01/2017 11:14:30, Uporabnik, Berta Potočnik, NE, Stjepan Bizjak, ULICA FRANJE KOŠIRJEVE 13, 1000 Ljubljana, 044 699 537, stjepan.bizjak@pizza.si, 19.60, 0.00, 19.60, 7.32, TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], KULEN [pelati|sir|hrenovka|kulen pikant salama], , , , , , 
23, 2, Zaključena, Počakaj, 12/01/2017 11:14:30, 12/01/2017 11:14:30, 12/01/2017 11:24:30, Sistem, , NE, Stjepan Bizjak, ULICA FRANJE KOŠIRJEVE 13, 1000 Ljubljana, 044 699 537, stjepan.bizjak@pizza.si, 19.60, 0.00, 19.60, 7.32, TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], KULEN [pelati|sir|hrenovka|kulen pikant salama], , , , , , 
24, 1, Zaključena, Naročilo, 12/01/2017 11:14:35, 12/01/2017 11:14:35, 12/01/2017 11:14:35, Uporabnik, Janez Novak, NE, Andrejka Žnidaršič, SPODNJI RUDNIK I 51, 1000 Ljubljana, 044 844 741, andrejka.znidarsic@pizza.si, 25.30, 0.00, 25.30, 11.48, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], , , , , , 
24, 2, Zaključena, Počakaj, 12/01/2017 11:14:35, 12/01/2017 11:14:35, 12/01/2017 11:24:35, Sistem, , NE, Andrejka Žnidaršič, SPODNJI RUDNIK I 51, 1000 Ljubljana, 044 844 741, andrejka.znidarsic@pizza.si, 25.30, 0.00, 25.30, 11.48, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], , , , , , 
25, 1, Zaključena, Naročilo, 12/01/2017 11:14:47, 12/01/2017 11:14:47, 12/01/2017 11:14:47, Uporabnik, Janez Novak, NE, Martin Dolinar, SOSTRSKA CESTA 27B, 1000 Ljubljana, 044 404 078, martin.dolinar@pizza.si, 23.20, 0.00, 23.20, 4.09, JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], , , , , , 
25, 2, Zaključena, Počakaj, 12/01/2017 11:14:47, 12/01/2017 11:14:47, 12/01/2017 11:24:47, Sistem, , NE, Martin Dolinar, SOSTRSKA CESTA 27B, 1000 Ljubljana, 044 404 078, martin.dolinar@pizza.si, 23.20, 0.00, 23.20, 4.09, JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], , , , , , 
8, 3, Zaključena, Priprava, 12/01/2017 11:14:51, 12/01/2017 11:14:51, 12/01/2017 11:15:20, Uporabnik, Peter Mlakar, NE, Veronika Košir, IPAVČEVA ULICA 1, 1000 Ljubljana, 044 562 406, veronika.kosir@pizza.si, 11.00, 0.00, 11.00, 6.19, DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], , , , , , , 
9, 5, Zaključena, Osebni prevzem, 12/01/2017 11:15:16, 12/01/2017 11:15:16, 12/01/2017 11:15:16, Sistem, , DA, Ivan Logar, SLOMŠKOVA ULICA 4, 1000 Ljubljana, 044 508 140, ivan.logar@pizza.si, 34.00, 2.00, 36.00, , TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , 
9, 6, Zaključena, Zaključek, 12/01/2017 11:15:16, 12/01/2017 11:15:16, 12/01/2017 11:15:16, Sistem, , DA, Ivan Logar, SLOMŠKOVA ULICA 4, 1000 Ljubljana, 044 508 140, ivan.logar@pizza.si, 34.00, 2.00, 36.00, , TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], , , , , 
8, 4, Zaključena, Pečenje, 12/01/2017 11:15:20, 12/01/2017 11:19:29, 12/01/2017 11:25:29, Uporabnik, Jernej Miklavčič, NE, Veronika Košir, IPAVČEVA ULICA 1, 1000 Ljubljana, 044 562 406, veronika.kosir@pizza.si, 11.00, 0.00, 11.00, 6.19, DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], , , , , , , 
6, 4, Zaključena, Pečenje, 12/01/2017 11:15:54, 12/01/2017 11:16:19, 12/01/2017 11:22:19, Uporabnik, Borut Erjavec, NE, Silvija Jovanović, CESTA V ROŽNO DOLINO 32, 1000 Ljubljana, 044 444 832, silvija.jovanovic@pizza.si, 69.60, 0.00, 69.60, , KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], VEGI MEXICO [pelati|mozzarela|feferoni|rdeča salsa|nacho sir], SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], ARTIČOKINA [pelati|sir|šunka|artičoke|oliva], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], , 
11, 4, Zaključena, Pakiranje, 12/01/2017 11:16:29, 12/01/2017 11:16:29, 12/01/2017 11:21:22, Uporabnik, Franc Mlakar, DA, Sonja Jereb, ŠMARTNO 32, 1000 Ljubljana, 044 255 012, sonja.jereb@pizza.si, 66.50, 2.00, 68.50, 7.19, KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], MOZZARELINA [pelati|mozzarela|domača šunka|gobe|oliva], MEXICO [mozzarela|pelati|feferoni|rdeča salsa|gobe|pečena kulen salama], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , 
26, 1, Zaključena, Naročilo, 12/01/2017 11:17:07, 12/01/2017 11:17:07, 12/01/2017 11:17:07, Uporabnik, Janez Novak, NE, Saša Bajc, PODUTIŠKA CESTA 144, 1000 Ljubljana, 044 235 225, sasa.bajc@pizza.si, 11.70, 0.00, 11.70, 3.21, TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], , , , , , , 
26, 2, Zaključena, Počakaj, 12/01/2017 11:17:07, 12/01/2017 11:17:07, 12/01/2017 11:27:07, Sistem, , NE, Saša Bajc, PODUTIŠKA CESTA 144, 1000 Ljubljana, 044 235 225, sasa.bajc@pizza.si, 11.70, 0.00, 11.70, 3.21, TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], , , , , , , 
10, 3, Zaključena, Priprava, 12/01/2017 11:17:18, 12/01/2017 11:17:18, 12/01/2017 11:17:52, Uporabnik, Boštjan Kovačič, NE, Vladimir Golob, HUBADOVA ULICA 8, 1000 Ljubljana, 044 590 539, vladimir.golob@pizza.si, 11.00, 0.00, 11.00, 0.48, GOBJA [pelati|mozzarela|šampinjoni|jurčki], , , , , , , 
7, 6, Zaključena, Hitra dostava, 12/01/2017 11:17:19, 12/01/2017 11:17:19, 12/01/2017 11:23:38, Sistem, , DA, Bernardka Koren, LITOSTROJSKA CESTA 45, 1000 Ljubljana, 044 72 150, bernardka.koren@pizza.si, 58.20, 2.00, 60.20, 4.21, VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], SICILJANA [pelati|mozzarela|paradižnik|bazilika], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], , 
10, 4, Zaključena, Pečenje, 12/01/2017 11:17:52, 12/01/2017 11:17:52, 12/01/2017 11:23:52, Uporabnik, Boris Medved, NE, Vladimir Golob, HUBADOVA ULICA 8, 1000 Ljubljana, 044 590 539, vladimir.golob@pizza.si, 11.00, 0.00, 11.00, 0.48, GOBJA [pelati|mozzarela|šampinjoni|jurčki], , , , , , , 
27, 1, Zaključena, Naročilo, 12/01/2017 11:17:54, 12/01/2017 11:17:54, 12/01/2017 11:17:54, Uporabnik, Berta Potočnik, NE, Robi Lesjak, KAŠELJSKA CESTA 90, 1000 Ljubljana, 044 159 421, robi.lesjak@pizza.si, 19.50, 0.00, 19.50, 2.63, TUNA [pelati|sir|tuna|čebula|kisla smetana], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
27, 2, Zaključena, Počakaj, 12/01/2017 11:17:54, 12/01/2017 11:17:54, 12/01/2017 11:27:54, Sistem, , NE, Robi Lesjak, KAŠELJSKA CESTA 90, 1000 Ljubljana, 044 159 421, robi.lesjak@pizza.si, 19.50, 0.00, 19.50, 2.63, TUNA [pelati|sir|tuna|čebula|kisla smetana], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
3, 5, Zaključena, Dodajanje sestavin, 12/01/2017 11:18:03, 12/01/2017 11:18:03, 12/01/2017 11:18:18, Uporabnik, Primož Blažič, NE, Vincenc Gorenc, ULICA BRATOV UČAKAR 16, 1000 Ljubljana, 044 278 169, vincenc.gorenc@pizza.si, 19.10, 0.00, 19.10, , PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , , , , , 
12, 3, Zaključena, Priprava, 12/01/2017 11:18:07, 12/01/2017 11:18:07, 12/01/2017 11:18:39, Uporabnik, Simona Vodopivec, NE, Jerneja Pečnik, LITIJSKA CESTA 68A, 1000 Ljubljana, 044 525 706, jerneja.pecnik@pizza.si, 12.10, 0.00, 12.10, 6.46, KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], , , , , , , 
3, 6, Zaključena, Pakiranje, 12/01/2017 11:18:18, 12/01/2017 11:18:18, 12/01/2017 11:19:18, Uporabnik, Klemen Rudolf, NE, Vincenc Gorenc, ULICA BRATOV UČAKAR 16, 1000 Ljubljana, 044 278 169, vincenc.gorenc@pizza.si, 19.10, 0.00, 19.10, , PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , , , , , 
4, 5, Zaključena, Pakiranje, 12/01/2017 11:18:21, 12/01/2017 11:18:21, 12/01/2017 11:19:55, Uporabnik, Damjan Štefan, NE, Štefanija Žižek, PETERNELOVA ULICA 2, 1000 Ljubljana, 044 410 703, stefanija.zizek@pizza.si, 21.00, 0.00, 21.00, 7.25, KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], , , , , , 
13, 4, Zaključena, Dodajanje sestavin, 12/01/2017 11:18:34, 12/01/2017 11:18:34, 12/01/2017 11:19:34, Uporabnik, Primož Blažič, DA, Leon Nemec, ŠMARTINSKA CESTA 22, 1000 Ljubljana, 044 654 857, leon.nemec@pizza.si, 51.30, 2.00, 53.30, 5.26, DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , 
12, 4, Zaključena, Pečenje, 12/01/2017 11:18:39, 12/01/2017 11:18:39, 12/01/2017 11:24:39, Uporabnik, Jure Klančar, NE, Jerneja Pečnik, LITIJSKA CESTA 68A, 1000 Ljubljana, 044 525 706, jerneja.pecnik@pizza.si, 12.10, 0.00, 12.10, 6.46, KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], , , , , , , 
28, 1, Zaključena, Naročilo, 12/01/2017 11:18:51, 12/01/2017 11:18:51, 12/01/2017 11:18:51, Uporabnik, Janez Novak, NE, Siniša Kotnik, ANŽURJEVA ULICA 42, 1000 Ljubljana, 044 673 445, sinisa.kotnik@pizza.si, 54.40, 0.00, 54.40, , KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], BELUŠKA [mozzarela|beluši|jurčki|oliva], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], , , 
28, 2, Zaključena, Počakaj, 12/01/2017 11:18:51, 12/01/2017 11:18:51, 12/01/2017 11:23:04, Sistem, , NE, Siniša Kotnik, ANŽURJEVA ULICA 42, 1000 Ljubljana, 044 673 445, sinisa.kotnik@pizza.si, 54.40, 0.00, 54.40, , KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], BELUŠKA [mozzarela|beluši|jurčki|oliva], OGLARSKA [pelati|sir|jurčki|pečena slanina|hrenova omaka], GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], , , 
29, 1, Zaključena, Naročilo, 12/01/2017 11:19:17, 12/01/2017 11:19:17, 12/01/2017 11:19:17, Uporabnik, Berta Potočnik, NE, Alojz Zorman, KNEZOV ŠTRADON 21, 1000 Ljubljana, 044 896 589, alojz.zorman@pizza.si, 23.40, 0.00, 23.40, 10.46, MORNAR [pelati|mozzarela|morski sadeži|dagnje], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], , , , , , 
29, 2, Zaključena, Počakaj, 12/01/2017 11:19:17, 12/01/2017 11:19:17, 12/01/2017 11:29:17, Sistem, , NE, Alojz Zorman, KNEZOV ŠTRADON 21, 1000 Ljubljana, 044 896 589, alojz.zorman@pizza.si, 23.40, 0.00, 23.40, 10.46, MORNAR [pelati|mozzarela|morski sadeži|dagnje], GRUNTARSKA [pelati|sir|kulen salama|gobe|tržaška omaka], , , , , , 
3, 7, Zaključena, Osebni prevzem, 12/01/2017 11:19:18, 12/01/2017 11:19:18, 12/01/2017 11:19:18, Sistem, , NE, Vincenc Gorenc, ULICA BRATOV UČAKAR 16, 1000 Ljubljana, 044 278 169, vincenc.gorenc@pizza.si, 19.10, 0.00, 19.10, , PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , , , , , 
3, 8, Zaključena, Zaključek, 12/01/2017 11:19:18, 12/01/2017 11:19:18, 12/01/2017 11:19:18, Sistem, , NE, Vincenc Gorenc, ULICA BRATOV UČAKAR 16, 1000 Ljubljana, 044 278 169, vincenc.gorenc@pizza.si, 19.10, 0.00, 19.10, , PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], , , , , , 
19, 4, Zaključena, Pakiranje, 12/01/2017 11:19:19, 12/01/2017 11:19:19, 12/01/2017 11:19:55, Uporabnik, Luka Koren, DA, Manuela Kolar, MELIKOVA ULICA 102, 1000 Ljubljana, 044 487 233, manuela.kolar@pizza.si, 10.60, 2.00, 12.60, , VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], , , , , , , 
30, 1, Zaključena, Naročilo, 12/01/2017 11:19:22, 12/01/2017 11:19:22, 12/01/2017 11:19:22, Uporabnik, Berta Potočnik, NE, Hana Koren, TRIGLAVSKA ULICA 49, 1000 Ljubljana, 044 636 659, hana.koren@pizza.si, 25.20, 0.00, 25.20, 4.23, RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], , , , , , 
30, 2, Zaključena, Počakaj, 12/01/2017 11:19:22, 12/01/2017 11:19:22, 12/01/2017 11:29:22, Sistem, , NE, Hana Koren, TRIGLAVSKA ULICA 49, 1000 Ljubljana, 044 636 659, hana.koren@pizza.si, 25.20, 0.00, 25.20, 4.23, RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], , , , , , 
15, 4, Zaključena, Dodajanje sestavin, 12/01/2017 11:19:29, 12/01/2017 11:19:34, 12/01/2017 11:19:49, Uporabnik, Primož Blažič, DA, Petra Šinkovec, CESTA V HRIB 20, 1000 Ljubljana, 044 203 906, petra.sinkovec@pizza.si, 21.10, 2.00, 23.10, 5.05, VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], , , , , , 
